N,N_V9,N_V832_error,N_v832_correct,description
100733,733,100733,100733,New v9 Centroid
100734,734,100734,100734,New v9 Centroid
511,735,511,511,GEOGKEY matches
100736,736,100736,100736,New v9 Centroid
100737,737,100737,100737,New v9 Centroid
540,738,540,540,GEOGKEY matches
543,739,543,543,GEOGKEY matches
100740,740,100740,100740,New v9 Centroid
100741,741,100741,100741,New v9 Centroid
515,742,515,515,GEOGKEY matches
100743,743,100743,100743,New v9 Centroid
546,744,546,546,GEOGKEY matches
100745,745,100745,100745,New v9 Centroid
100746,746,100746,100746,New v9 Centroid
100747,747,100747,100747,New v9 Centroid
547,748,547,547,GEOGKEY matches
100749,749,100749,100749,New v9 Centroid
100750,750,100750,100750,New v9 Centroid
518,751,518,518,GEOGKEY matches
100752,752,100752,100752,New v9 Centroid
100753,753,100753,100753,New v9 Centroid
100754,754,100754,100754,New v9 Centroid
519,755,519,519,GEOGKEY matches
520,756,520,520,GEOGKEY matches
548,757,548,548,GEOGKEY matches
549,758,549,549,GEOGKEY matches
521,759,521,521,Moved Centroid Node
554,760,554,554,GEOGKEY matches
100761,761,100761,100761,New v9 Centroid
522,762,522,522,GEOGKEY matches
100763,763,100763,100763,New v9 Centroid
555,764,555,555,GEOGKEY matches
100765,765,100765,100765,New v9 Centroid
100766,766,100766,100766,New v9 Centroid
553,767,553,553,GEOGKEY matches
100768,768,100768,100768,New v9 Centroid
552,769,552,552,GEOGKEY matches
100770,770,100770,100770,New v9 Centroid
556,771,556,556,GEOGKEY matches
558,772,558,558,GEOGKEY matches
559,773,559,559,GEOGKEY matches
100774,774,100774,100774,New v9 Centroid
564,775,564,564,GEOGKEY matches
557,776,557,557,GEOGKEY matches
560,777,560,560,GEOGKEY matches
100778,778,100778,100778,New v9 Centroid
561,779,561,561,GEOGKEY matches
565,780,565,565,GEOGKEY matches
562,781,562,562,GEOGKEY matches
570,782,570,570,GEOGKEY matches
569,783,569,569,GEOGKEY matches
566,784,566,566,GEOGKEY matches
567,785,567,567,GEOGKEY matches
568,786,568,568,Moved Centroid Node
571,787,571,571,GEOGKEY matches
572,788,572,572,GEOGKEY matches
573,789,573,573,GEOGKEY matches
574,790,574,574,GEOGKEY matches
100791,791,100791,100791,New v9 Centroid
100792,792,100792,100792,New v9 Centroid
578,793,578,578,GEOGKEY matches
577,794,577,577,GEOGKEY matches
579,795,579,579,GEOGKEY matches
580,796,580,580,GEOGKEY matches
581,797,581,581,GEOGKEY matches
582,798,582,582,GEOGKEY matches
583,799,583,583,GEOGKEY matches
584,800,584,584,GEOGKEY matches
586,801,586,586,GEOGKEY matches
589,802,589,589,GEOGKEY matches
590,803,590,590,GEOGKEY matches
591,804,591,591,GEOGKEY matches
598,805,598,598,GEOGKEY matches
585,806,585,585,GEOGKEY matches
592,807,592,592,GEOGKEY matches
593,808,593,593,GEOGKEY matches
594,809,594,594,GEOGKEY matches
595,810,595,595,GEOGKEY matches
596,811,596,596,GEOGKEY matches
597,812,597,597,GEOGKEY matches
587,813,587,587,GEOGKEY matches
100814,814,100814,100814,New v9 Centroid
100815,815,100815,100815,New v9 Centroid
599,816,599,599,GEOGKEY matches
600,817,600,600,GEOGKEY matches
601,818,601,601,GEOGKEY matches
602,819,602,602,GEOGKEY matches
100820,820,100820,100820,New v9 Centroid
100821,821,100821,100821,New v9 Centroid
100822,822,100822,100822,New v9 Centroid
100823,823,100823,100823,New v9 Centroid
608,824,608,608,GEOGKEY matches
605,825,605,605,GEOGKEY matches
606,826,606,606,GEOGKEY matches
607,827,607,607,GEOGKEY matches
612,828,612,612,GEOGKEY matches
100829,829,100829,100829,New v9 Centroid
609,830,609,609,GEOGKEY matches
610,831,610,610,GEOGKEY matches
611,832,611,611,GEOGKEY matches
614,833,614,614,GEOGKEY matches
100834,834,100834,100834,New v9 Centroid
100835,835,100835,100835,New v9 Centroid
100836,836,100836,100836,New v9 Centroid
100837,837,100837,100837,New v9 Centroid
628,838,628,628,GEOGKEY matches
100839,839,100839,100839,New v9 Centroid
629,840,629,629,GEOGKEY matches
100841,841,100841,100841,New v9 Centroid
100842,842,100842,100842,New v9 Centroid
100843,843,100843,100843,New v9 Centroid
100844,844,100844,100844,New v9 Centroid
100845,845,100845,100845,New v9 Centroid
100846,846,100846,100846,New v9 Centroid
100847,847,100847,100847,New v9 Centroid
100848,848,100848,100848,New v9 Centroid
100849,849,100849,100849,New v9 Centroid
100850,850,100850,100850,New v9 Centroid
100851,851,100851,100851,New v9 Centroid
100852,852,100852,100852,New v9 Centroid
639,853,639,639,GEOGKEY matches
100854,854,100854,100854,New v9 Centroid
100855,855,100855,100855,New v9 Centroid
100856,856,100856,100856,New v9 Centroid
100857,857,100857,100857,New v9 Centroid
100858,858,100858,100858,New v9 Centroid
617,859,617,617,GEOGKEY matches
100860,860,100860,100860,New v9 Centroid
100861,861,100861,100861,New v9 Centroid
619,862,619,619,GEOGKEY matches
622,863,622,622,GEOGKEY matches
623,864,623,623,GEOGKEY matches
100865,865,100865,100865,New v9 Centroid
100866,866,100866,100866,New v9 Centroid
620,867,620,620,GEOGKEY matches
621,868,621,621,GEOGKEY matches
100869,869,100869,100869,New v9 Centroid
100870,870,100870,100870,New v9 Centroid
625,871,625,625,GEOGKEY matches
100872,872,100872,100872,New v9 Centroid
100873,873,100873,100873,New v9 Centroid
100874,874,100874,100874,New v9 Centroid
100875,875,100875,100875,New v9 Centroid
641,876,641,641,GEOGKEY matches
100877,877,100877,100877,New v9 Centroid
100878,878,100878,100878,New v9 Centroid
100879,879,100879,100879,New v9 Centroid
100880,880,100880,100880,New v9 Centroid
100881,881,100881,100881,New v9 Centroid
100882,882,100882,100882,New v9 Centroid
100883,883,100883,100883,New v9 Centroid
649,884,649,649,GEOGKEY matches
100885,885,100885,100885,New v9 Centroid
100886,886,100886,100886,New v9 Centroid
100887,887,100887,100887,New v9 Centroid
100888,888,100888,100888,New v9 Centroid
100889,889,100889,100889,New v9 Centroid
645,890,645,645,GEOGKEY matches
100891,891,100891,100891,New v9 Centroid
100892,892,100892,100892,New v9 Centroid
646,893,646,646,GEOGKEY matches
652,894,652,652,GEOGKEY matches
100895,895,100895,100895,New v9 Centroid
100896,896,100896,100896,New v9 Centroid
100897,897,100897,100897,New v9 Centroid
100898,898,100898,100898,New v9 Centroid
100899,899,100899,100899,New v9 Centroid
100900,900,100900,100900,New v9 Centroid
100901,901,100901,100901,New v9 Centroid
100902,902,100902,100902,New v9 Centroid
100903,903,100903,100903,New v9 Centroid
100904,904,100904,100904,New v9 Centroid
100905,905,100905,100905,New v9 Centroid
100906,906,100906,100906,New v9 Centroid
100907,907,100907,100907,New v9 Centroid
670,908,670,670,GEOGKEY matches
686,909,686,686,GEOGKEY matches
100910,910,100910,100910,New v9 Centroid
687,911,687,687,GEOGKEY matches
100912,912,100912,100912,New v9 Centroid
688,913,688,688,GEOGKEY matches
100914,914,100914,100914,New v9 Centroid
689,915,689,689,GEOGKEY matches
100916,916,100916,100916,New v9 Centroid
100917,917,100917,100917,New v9 Centroid
1339,918,1339,1339,GEOGKEY matches
1340,919,1340,1340,GEOGKEY matches
100920,920,100920,100920,New v9 Centroid
100921,921,100921,100921,New v9 Centroid
100922,922,100922,100922,New v9 Centroid
100923,923,100923,100923,New v9 Centroid
100924,924,100924,100924,New v9 Centroid
100925,925,100925,100925,New v9 Centroid
100926,926,100926,100926,New v9 Centroid
100927,927,100927,100927,New v9 Centroid
100928,928,100928,100928,New v9 Centroid
100929,929,100929,100929,New v9 Centroid
100930,930,100930,100930,New v9 Centroid
100931,931,100931,100931,New v9 Centroid
100932,932,100932,100932,New v9 Centroid
100933,933,100933,100933,New v9 Centroid
100934,934,100934,100934,New v9 Centroid
100935,935,100935,100935,New v9 Centroid
100936,936,100936,100936,New v9 Centroid
100937,937,100937,100937,New v9 Centroid
100938,938,100938,100938,New v9 Centroid
737,939,737,737,GEOGKEY matches
736,940,736,736,GEOGKEY matches
100941,941,100941,100941,New v9 Centroid
100942,942,100942,100942,New v9 Centroid
100943,943,100943,100943,New v9 Centroid
739,944,739,739,GEOGKEY matches
740,945,740,740,GEOGKEY matches
1029,946,1029,1029,GEOGKEY matches
741,947,741,741,GEOGKEY matches
100948,948,100948,100948,New v9 Centroid
1026,949,1026,1026,GEOGKEY matches
100950,950,100950,100950,New v9 Centroid
100951,951,100951,100951,New v9 Centroid
749,952,749,749,GEOGKEY matches
751,953,751,751,GEOGKEY matches
100954,954,100954,100954,New v9 Centroid
100955,955,100955,100955,New v9 Centroid
100956,956,100956,100956,New v9 Centroid
100957,957,100957,100957,New v9 Centroid
100958,958,100958,100958,New v9 Centroid
100959,959,100959,100959,New v9 Centroid
100960,960,100960,100960,New v9 Centroid
752,961,752,752,GEOGKEY matches
753,962,753,753,GEOGKEY matches
1027,963,1027,1027,GEOGKEY matches
100964,964,100964,100964,New v9 Centroid
742,965,742,742,GEOGKEY matches
750,966,750,750,GEOGKEY matches
100967,967,100967,100967,New v9 Centroid
100968,968,100968,100968,New v9 Centroid
100969,969,100969,100969,New v9 Centroid
100970,970,100970,100970,New v9 Centroid
100971,971,100971,100971,New v9 Centroid
1028,972,1028,1028,GEOGKEY matches
100973,973,100973,100973,New v9 Centroid
100974,974,100974,100974,New v9 Centroid
100975,975,100975,100975,New v9 Centroid
100976,976,100976,100976,New v9 Centroid
100977,977,100977,100977,New v9 Centroid
669,978,669,669,GEOGKEY matches
746,979,746,746,GEOGKEY matches
756,980,756,756,GEOGKEY matches
760,981,760,760,GEOGKEY matches
100982,982,100982,100982,New v9 Centroid
100983,983,100983,100983,New v9 Centroid
757,984,757,757,GEOGKEY matches
759,985,759,759,GEOGKEY matches
100986,986,100986,100986,New v9 Centroid
100987,987,100987,100987,New v9 Centroid
764,988,764,764,GEOGKEY matches
100989,989,100989,100989,New v9 Centroid
1034,990,1034,1034,GEOGKEY matches
1036,991,1036,1036,GEOGKEY matches
1035,992,1035,1035,GEOGKEY matches
1037,993,1037,1037,GEOGKEY matches
1038,994,1038,1038,GEOGKEY matches
1043,995,1043,1043,GEOGKEY matches
1040,996,1040,1040,GEOGKEY matches
1041,997,1041,1041,GEOGKEY matches
1044,998,1044,1044,GEOGKEY matches
1042,999,1042,1042,GEOGKEY matches
101000,1000,101000,101000,New v9 Centroid
1052,1001,1052,1052,GEOGKEY matches
101002,1002,101002,101002,New v9 Centroid
1054,1003,1054,1054,GEOGKEY matches
101004,1004,101004,101004,New v9 Centroid
1055,1005,1055,1055,GEOGKEY matches
1056,1006,1056,1056,GEOGKEY matches
101007,1007,101007,101007,New v9 Centroid
675,1008,675,675,GEOGKEY matches
676,1009,676,676,GEOGKEY matches
101010,1010,101010,101010,New v9 Centroid
101011,1011,101011,101011,New v9 Centroid
101012,1012,101012,101012,New v9 Centroid
743,1013,743,743,GEOGKEY matches
744,1014,744,744,GEOGKEY matches
747,1015,747,747,GEOGKEY matches
758,1016,758,758,GEOGKEY matches
101017,1017,101017,101017,New v9 Centroid
101018,1018,101018,101018,New v9 Centroid
101019,1019,101019,101019,New v9 Centroid
101020,1020,101020,101020,New v9 Centroid
769,1021,769,769,GEOGKEY matches
768,1022,768,768,GEOGKEY matches
101023,1023,101023,101023,New v9 Centroid
101024,1024,101024,101024,New v9 Centroid
101025,1025,101025,101025,New v9 Centroid
946,1026,946,946,GEOGKEY matches
949,1027,949,949,GEOGKEY matches
952,1028,952,952,GEOGKEY matches
950,1029,950,950,GEOGKEY matches
953,1030,953,953,GEOGKEY matches
951,1031,951,951,GEOGKEY matches
954,1032,954,954,GEOGKEY matches
965,1033,965,965,GEOGKEY matches
968,1034,968,968,GEOGKEY matches
966,1035,966,966,GEOGKEY matches
969,1036,969,969,GEOGKEY matches
970,1037,970,970,GEOGKEY matches
101038,1038,101038,101038,New v9 Centroid
101039,1039,101039,101039,New v9 Centroid
983,1040,983,983,GEOGKEY matches
984,1041,984,984,GEOGKEY matches
1060,1042,1060,1060,GEOGKEY matches
1053,1043,1053,1053,GEOGKEY matches
1061,1044,1061,1061,GEOGKEY matches
1057,1045,1057,1057,GEOGKEY matches
101046,1046,101046,101046,New v9 Centroid
1058,1047,1058,1058,GEOGKEY matches
1071,1048,1071,1071,GEOGKEY matches
1059,1049,1059,1059,GEOGKEY matches
1072,1050,1072,1072,GEOGKEY matches
1075,1051,1075,1075,GEOGKEY matches
101052,1052,101052,101052,New v9 Centroid
677,1053,677,677,GEOGKEY matches
678,1054,678,678,GEOGKEY matches
101055,1055,101055,101055,New v9 Centroid
777,1056,777,777,GEOGKEY matches
778,1057,778,778,GEOGKEY matches
101058,1058,101058,101058,New v9 Centroid
101059,1059,101059,101059,New v9 Centroid
101060,1060,101060,101060,New v9 Centroid
101061,1061,101061,101061,New v9 Centroid
101062,1062,101062,101062,New v9 Centroid
101063,1063,101063,101063,New v9 Centroid
101064,1064,101064,101064,New v9 Centroid
948,1065,948,948,GEOGKEY matches
958,1066,958,958,GEOGKEY matches
955,1067,955,955,GEOGKEY matches
962,1068,962,962,GEOGKEY matches
959,1069,959,959,GEOGKEY matches
956,1070,956,956,GEOGKEY matches
963,1071,963,963,GEOGKEY matches
960,1072,960,960,GEOGKEY matches
957,1073,957,957,GEOGKEY matches
964,1074,964,964,GEOGKEY matches
961,1075,961,961,GEOGKEY matches
977,1076,977,977,GEOGKEY matches
974,1077,974,974,GEOGKEY matches
971,1078,971,971,GEOGKEY matches
978,1079,978,978,GEOGKEY matches
975,1080,975,975,GEOGKEY matches
972,1081,972,972,GEOGKEY matches
979,1082,979,979,GEOGKEY matches
976,1083,976,976,GEOGKEY matches
973,1084,973,973,GEOGKEY matches
989,1085,989,989,GEOGKEY matches
987,1086,987,987,GEOGKEY matches
985,1087,985,985,GEOGKEY matches
990,1088,990,990,GEOGKEY matches
988,1089,988,988,GEOGKEY matches
986,1090,986,986,GEOGKEY matches
1066,1091,1066,1066,GEOGKEY matches
1064,1092,1064,1064,GEOGKEY matches
1062,1093,1062,1062,GEOGKEY matches
1067,1094,1067,1067,GEOGKEY matches
1065,1095,1065,1065,GEOGKEY matches
1063,1096,1063,1063,GEOGKEY matches
1070,1097,1070,1070,GEOGKEY matches
1069,1098,1069,1069,GEOGKEY matches
101099,1099,101099,101099,New v9 Centroid
1073,1100,1073,1073,GEOGKEY matches
1074,1101,1074,1074,GEOGKEY matches
1077,1102,1077,1077,GEOGKEY matches
679,1103,679,679,GEOGKEY matches
774,1104,774,774,GEOGKEY matches
776,1105,776,776,GEOGKEY matches
101106,1106,101106,101106,New v9 Centroid
101107,1107,101107,101107,New v9 Centroid
101108,1108,101108,101108,New v9 Centroid
101109,1109,101109,101109,New v9 Centroid
101110,1110,101110,101110,New v9 Centroid
101111,1111,101111,101111,New v9 Centroid
101112,1112,101112,101112,New v9 Centroid
101113,1113,101113,101113,New v9 Centroid
991,1114,991,991,GEOGKEY matches
992,1115,992,992,GEOGKEY matches
1009,1116,1009,1009,GEOGKEY matches
1003,1117,1003,1003,GEOGKEY matches
997,1118,997,997,GEOGKEY matches
993,1119,993,993,GEOGKEY matches
1010,1120,1010,1010,GEOGKEY matches
1004,1121,1004,1004,GEOGKEY matches
998,1122,998,998,GEOGKEY matches
994,1123,994,994,GEOGKEY matches
1011,1124,1011,1011,GEOGKEY matches
1005,1125,1005,1005,GEOGKEY matches
999,1126,999,999,GEOGKEY matches
995,1127,995,995,GEOGKEY matches
1012,1128,1012,1012,GEOGKEY matches
1006,1129,1006,1006,GEOGKEY matches
1000,1130,1000,1000,GEOGKEY matches
996,1131,996,996,GEOGKEY matches
1013,1132,1013,1013,GEOGKEY matches
1007,1133,1007,1007,GEOGKEY matches
1001,1134,1001,1001,GEOGKEY matches
980,1135,980,980,GEOGKEY matches
1014,1136,1014,1014,GEOGKEY matches
1008,1137,1008,1008,GEOGKEY matches
1002,1138,1002,1002,GEOGKEY matches
981,1139,981,981,GEOGKEY matches
1023,1140,1023,1023,GEOGKEY matches
1020,1141,1020,1020,GEOGKEY matches
1017,1142,1017,1017,GEOGKEY matches
982,1143,982,982,GEOGKEY matches
1024,1144,1024,1024,GEOGKEY matches
1021,1145,1021,1021,GEOGKEY matches
1018,1146,1018,1018,GEOGKEY matches
1015,1147,1015,1015,GEOGKEY matches
1025,1148,1025,1025,GEOGKEY matches
1022,1149,1022,1022,GEOGKEY matches
1019,1150,1019,1019,GEOGKEY matches
1016,1151,1016,1016,GEOGKEY matches
1083,1152,1083,1083,GEOGKEY matches
1082,1153,1082,1082,GEOGKEY matches
1080,1154,1080,1080,GEOGKEY matches
1078,1155,1078,1078,GEOGKEY matches
1084,1156,1084,1084,GEOGKEY matches
1081,1157,1081,1081,GEOGKEY matches
1079,1158,1079,1079,GEOGKEY matches
1087,1159,1087,1087,GEOGKEY matches
1086,1160,1086,1086,GEOGKEY matches
1085,1161,1085,1085,GEOGKEY matches
1088,1162,1088,1088,GEOGKEY matches
1089,1163,1089,1089,GEOGKEY matches
1090,1164,1090,1090,GEOGKEY matches
1091,1165,1091,1091,GEOGKEY matches
1092,1166,1092,1092,GEOGKEY matches
1093,1167,1093,1093,GEOGKEY matches
1094,1168,1094,1094,GEOGKEY matches
101169,1169,101169,101169,New v9 Centroid
680,1170,680,680,GEOGKEY matches
773,1171,773,773,GEOGKEY matches
775,1172,775,775,GEOGKEY matches
101173,1173,101173,101173,New v9 Centroid
101174,1174,101174,101174,New v9 Centroid
101175,1175,101175,101175,New v9 Centroid
101176,1176,101176,101176,New v9 Centroid
101177,1177,101177,101177,New v9 Centroid
101178,1178,101178,101178,New v9 Centroid
101179,1179,101179,101179,New v9 Centroid
101180,1180,101180,101180,New v9 Centroid
101181,1181,101181,101181,New v9 Centroid
101182,1182,101182,101182,New v9 Centroid
101183,1183,101183,101183,New v9 Centroid
101184,1184,101184,101184,New v9 Centroid
101185,1185,101185,101185,New v9 Centroid
1095,1186,1095,1095,GEOGKEY matches
101187,1187,101187,101187,New v9 Centroid
1097,1188,1097,1097,GEOGKEY matches
1098,1189,1098,1098,GEOGKEY matches
1096,1190,1096,1096,GEOGKEY matches
1099,1191,1099,1099,GEOGKEY matches
101192,1192,101192,101192,New v9 Centroid
1102,1193,1102,1102,GEOGKEY matches
1103,1194,1103,1103,GEOGKEY matches
1104,1195,1104,1104,GEOGKEY matches
1105,1196,1105,1105,GEOGKEY matches
1106,1197,1106,1106,GEOGKEY matches
1107,1198,1107,1107,GEOGKEY matches
1108,1199,1108,1108,GEOGKEY matches
1110,1200,1110,1110,GEOGKEY matches
1113,1201,1113,1113,GEOGKEY matches
1111,1202,1111,1111,GEOGKEY matches
1114,1203,1114,1114,GEOGKEY matches
1115,1204,1115,1115,GEOGKEY matches
101205,1205,101205,101205,New v9 Centroid
101206,1206,101206,101206,New v9 Centroid
681,1207,681,681,GEOGKEY matches
682,1208,682,682,GEOGKEY matches
683,1209,683,683,GEOGKEY matches
794,1210,794,794,GEOGKEY matches
795,1211,795,795,GEOGKEY matches
796,1212,796,796,GEOGKEY matches
797,1213,797,797,GEOGKEY matches
798,1214,798,798,GEOGKEY matches
101215,1215,101215,101215,New v9 Centroid
101216,1216,101216,101216,New v9 Centroid
101217,1217,101217,101217,New v9 Centroid
101218,1218,101218,101218,New v9 Centroid
101219,1219,101219,101219,New v9 Centroid
101220,1220,101220,101220,New v9 Centroid
101221,1221,101221,101221,New v9 Centroid
101222,1222,101222,101222,New v9 Centroid
101223,1223,101223,101223,New v9 Centroid
101224,1224,101224,101224,New v9 Centroid
101225,1225,101225,101225,New v9 Centroid
1121,1226,1121,1121,GEOGKEY matches
1122,1227,1122,1122,GEOGKEY matches
